Results Table 1,,,,,,,,,,,,,
,33.813,14.2856,1.0634,,,,,,,,,,
,33.913,14.3284,1.0633,,,,,,,,,,
,34.013,14.3707,1.0627,,,,,,,,,,
,34.113,14.4126,1.0622,,,,,,,,,,
,34.213,14.4552,1.0615,,,,,,,,,,
,34.313,14.4969,1.0608,,,,,,,,,,
,34.413,14.54,1.0606,,,,,,,,,,
,34.513,14.5818,1.0598,,,,,,,,,,
,34.613,14.6248,1.0599,,,,,,,,,,
,34.713,14.6667,1.0592,,,,,,,,,,
,34.813,14.7091,1.0586,,,,,,,,,,
,34.913,14.7513,1.0577,,,,,,,,,,
,35.013,14.7932,1.0573,,,,,,,,,,
,35.113,14.836,1.057,,,,,,,,,,
,35.213,14.8778,1.0564,,,,,,,,,,
,35.313,14.9213,1.056,,,,,,,,,,
,35.413,14.963,1.0549,,,,,,,,,,
,35.513,15.0058,1.0549,,,,,,,,,,
,35.613,15.0477,1.0543,,,,,,,,,,
,35.713,15.0899,1.0539,,,,,,,,,,
,35.813,15.1324,1.0533,,,,,,,,,,
,35.913,15.1742,1.0525,,,,,,,,,,
,36.013,15.2173,1.0519,,,,,,,,,,
,36.113,15.2592,1.0513,,,,,,,,,,
,36.213,15.3024,1.0514,,,,,,,,,,
,36.313,15.344,1.0506,,,,,,,,,,
,36.413,15.3864,1.0498,,,,,,,,,,
,36.513,15.4283,1.0488,,,,,,,,,,
,36.613,15.4708,1.0489,,,,,,,,,,
,36.713,15.5136,1.0484,,,,,,,,,,
,36.813,15.5555,1.0478,,,,,,,,,,
,36.913,15.5983,1.0473,,,,,,,,,,
,37.013,15.6404,1.0467,,,,,,,,,,
,37.113,15.683,1.0462,,,,,,,,,,
,37.213,15.7251,1.0455,,,,,,,,,,
,37.313,15.7671,1.0452,,,,,,,,,,
,37.413,15.8098,1.0447,,,,,,,,,,
,37.513,15.8516,1.0442,,,,,,,,,,
,37.613,15.8947,1.0435,,,,,,,,,,
,37.713,15.9364,1.0427,,,,,,,,,,
,37.813,15.9794,1.0426,,,,,,,,,,
,37.913,16.0212,1.0419,,,,,,,,,,
,38.013,16.0638,1.0418,,,,,,,,,,
,38.113,16.1061,1.0408,,,,,,,,,,
,38.213,16.1481,1.04,,,,,,,,,,
,38.313,16.1908,1.0393,,,,,,,,,,
,38.413,16.2326,1.0391,,,,,,,,,,
,38.513,16.2759,1.0391,,,,,,,,,,
,38.613,16.3176,1.0382,,,,,,,,,,
,38.713,16.3604,1.0377,,,,,,,,,,
,38.813,16.4025,1.0369,,,,,,,,,,
,38.913,16.4444,1.0361,,,,,,,,,,
,39.013,16.4871,1.0359,,,,,,,,,,
,39.113,16.5288,1.0353,,,,,,,,,,
,39.213,16.5717,1.0348,,,,,,,,,,
,39.313,16.6137,1.034,,,,,,,,,,
,39.413,16.657,1.0338,,,,,,,,,,
,39.513,16.6988,1.033,,,,,,,,,,
,39.613,16.7413,1.0328,,,,,,,,,,
,39.713,16.7832,1.0324,,,,,,,,,,
,39.813,16.8253,1.0314,,,,,,,,,,
,39.913,16.8682,1.0307,,,,,,,,,,
,40.013,16.91,1.0301,,,,,,,,,,
,40.113,16.9532,1.0299,,,,,,,,,,
,40.213,16.9951,1.0294,,,,,,,,,,
,40.313,17.0378,1.0293,,,,,,,,,,
,40.413,17.0796,1.0283,,,,,,,,,,
,40.513,17.1218,1.0276,,,,,,,,,,
,40.613,17.1643,1.0269,,,,,,,,,,
,40.713,17.2061,1.0266,,,,,,,,,,
,40.813,17.2495,1.0266,,,,,,,,,,
,40.913,17.2914,1.0257,,,,,,,,,,
,41.013,17.3343,1.025,,,,,,,,,,
,41.113,17.3759,1.0243,,,,,,,,,,
,41.213,17.4185,1.024,,,,,,,,,,
,41.313,17.4605,1.0235,,,,,,,,,,
,41.413,17.5027,1.023,,,,,,,,,,
,41.513,17.5455,1.0226,,,,,,,,,,
,41.613,17.5872,1.0214,,,,,,,,,,
,41.713,17.6306,1.0213,,,,,,,,,,
,41.813,17.6723,1.0204,,,,,,,,,,
,41.913,17.7148,1.0207,,,,,,,,,,
,42.013,17.757,1.0201,,,,,,,,,,
,42.113,17.799,1.0191,,,,,,,,,,
,42.213,17.8418,1.0184,,,,,,,,,,
,42.313,17.8838,1.0179,,,,,,,,,,
,42.413,17.9266,1.0175,,,,,,,,,,
,42.513,17.9685,1.0171,,,,,,,,,,
,42.613,18.0116,1.017,,,,,,,,,,
,42.713,18.0534,1.0159,,,,,,,,,,
,42.813,18.0958,1.0155,,,,,,,,,,
,42.913,18.1381,1.0145,,,,,,,,,,
,43.013,18.1798,1.0142,,,,,,,,,,
,43.113,18.2229,1.0141,,,,,,,,,,
,43.213,18.2647,1.0135,,,,,,,,,,
,43.313,18.3078,1.0128,,,,,,,,,,
,43.413,18.3494,1.0119,,,,,,,,,,
,43.513,18.3924,1.0119,,,,,,,,,,
,43.613,18.4344,1.0114,,,,,,,,,,
,43.713,18.4766,1.0113,,,,,,,,,,
,43.813,18.5191,1.0101,,,,,,,,,,
,43.913,18.5609,1.0092,,,,,,,,,,
,44.013,18.6041,1.0088,,,,,,,,,,
,44.113,18.646,1.0085,,,,,,,,,,
,44.213,18.689,1.0085,,,,,,,,,,
,44.313,18.7307,1.0078,,,,,,,,,,
,44.413,18.7731,1.0069,,,,,,,,,,
,44.513,18.8153,1.006,,,,,,,,,,
,44.613,18.8571,1.0054,,,,,,,,,,
,44.713,18.9001,1.0055,,,,,,,,,,
,44.813,18.9419,1.0049,,,,,,,,,,
,44.913,18.9851,1.0045,,,,,,,,,,
,45.013,19.0272,1.0036,,,,,,,,,,
,45.113,19.0697,1.003,,,,,,,,,,
,45.213,19.1117,1.0025,,,,,,,,,,
,45.313,19.1537,1.0021,,,,,,,,,,
,45.413,19.1965,1.0018,,,,,,,,,,
,45.513,19.2383,1.0008,,,,,,,,,,
,45.613,19.2815,1.0005,,,,,,,,,,
,45.713,19.3232,0.9997,,,,,,,,,,
,45.813,19.3662,0.9993,,,,,,,,,,
,45.913,19.4081,0.999,,,,,,,,,,
,46.013,19.4503,0.9983,,,,,,,,,,
,46.113,19.4927,0.9976,,,,,,,,,,
,46.213,19.5342,0.9966,,,,,,,,,,
,46.313,19.5777,0.9968,,,,,,,,,,
,46.413,19.6195,0.9962,,,,,,,,,,
,46.513,19.6626,0.9961,,,,,,,,,,
,46.613,19.7039,0.9948,,,,,,,,,,
,46.713,19.747,0.9947,,,,,,,,,,
,46.813,19.789,0.9941,,,,,,,,,,
,46.913,19.8313,0.9934,,,,,,,,,,
,47.013,19.8738,0.9934,,,,,,,,,,
,47.113,19.9158,0.9927,,,,,,,,,,
,47.213,19.9588,0.9917,,,,,,,,,,
,47.313,20.0006,0.9911,,,,,,,,,,
,47.413,20.0434,0.9911,,,,,,,,,,
,47.513,20.0853,0.9904,,,,,,,,,,
,47.613,20.1276,0.9898,,,,,,,,,,
,47.713,20.1702,0.9892,,,,,,,,,,
,47.813,20.2119,0.9884,,,,,,,,,,
,47.913,20.2549,0.9882,,,,,,,,,,
,48.013,20.2965,0.9877,,,,,,,,,,
,48.113,20.3397,0.9876,,,,,,,,,,
,48.213,20.3818,0.9868,,,,,,,,,,
,48.313,20.4245,0.9861,,,,,,,,,,
,48.413,20.4664,0.9852,,,,,,,,,,
,48.513,20.5084,0.9849,,,,,,,,,,
,48.613,20.5511,0.9846,,,,,,,,,,
,48.713,20.5928,0.9836,,,,,,,,,,
,48.813,20.636,0.9837,,,,,,,,,,
,48.913,20.6776,0.9827,,,,,,,,,,
,49.013,20.7209,0.9825,,,,,,,,,,
,49.113,20.7628,0.9822,,,,,,,,,,
,49.213,20.8051,0.9816,,,,,,,,,,
,49.313,20.8474,0.9807,,,,,,,,,,
,49.413,20.8889,0.9797,,,,,,,,,,
,49.513,20.9322,0.9799,,,,,,,,,,
,49.613,20.9742,0.979,,,,,,,,,,
,49.713,21.0176,0.9793,,,,,,,,,,
,49.813,21.0587,0.9779,,,,,,,,,,
,49.913,21.1018,0.9778,,,,,,,,,,
,50.013,21.1437,0.977,,,,,,,,,,
,50.113,21.1856,0.9767,,,,,,,,,,
,50.213,21.2284,0.9765,,,,,,,,,,
,50.313,21.2702,0.9755,,,,,,,,,,
,50.413,21.3133,0.9748,,,,,,,,,,
,50.513,21.3554,0.9744,,,,,,,,,,
,50.613,21.3981,0.9739,,,,,,,,,,
,50.713,21.4399,0.9736,,,,,,,,,,
,50.813,21.4823,0.9727,,,,,,,,,,
,50.913,21.5247,0.972,,,,,,,,,,
,51.013,21.5665,0.9714,,,,,,,,,,
,51.113,21.6098,0.9713,,,,,,,,,,
,51.213,21.6513,0.9707,,,,,,,,,,
,51.313,21.6946,0.97,,,,,,,,,,
,51.413,21.7362,0.9692,,,,,,,,,,
,51.513,21.7789,0.9689,,,,,,,,,,
,51.613,21.821,0.9685,,,,,,,,,,
,51.713,21.8631,0.9682,,,,,,,,,,
,51.813,21.9056,0.9673,,,,,,,,,,
,51.913,21.9478,0.9664,,,,,,,,,,
,52.013,21.9908,0.9664,,,,,,,,,,
,52.113,22.0322,0.9656,,,,,,,,,,
,52.213,22.0754,0.9655,,,,,,,,,,
,52.313,22.1175,0.9648,,,,,,,,,,
,52.413,22.1598,0.964,,,,,,,,,,
,52.513,22.2023,0.963,,,,,,,,,,
,52.613,22.2439,0.9626,,,,,,,,,,
,52.713,22.2869,0.9628,,,,,,,,,,
,52.813,22.3286,0.9619,,,,,,,,,,
,52.913,22.3719,0.9614,,,,,,,,,,
,53.013,22.4136,0.9605,,,,,,,,,,
,53.113,22.4561,0.9602,,,,,,,,,,
,53.213,22.4985,0.9597,,,,,,,,,,
,53.313,22.5405,0.9589,,,,,,,,,,
,53.413,22.5832,0.958,,,,,,,,,,
,53.513,22.6248,0.9578,,,,,,,,,,
,53.613,22.668,0.9574,,,,,,,,,,
,53.713,22.7099,0.9571,,,,,,,,,,
,53.813,22.753,0.9571,,,,,,,,,,
,53.913,22.7949,0.9564,,,,,,,,,,
,54.013,22.837,0.9554,,,,,,,,,,
,54.113,22.8794,0.9545,,,,,,,,,,
,54.213,22.9212,0.954,,,,,,,,,,
,54.313,22.9642,0.9536,,,,,,,,,,
,54.413,23.0059,0.9534,,,,,,,,,,
,54.513,23.0491,0.9528,,,,,,,,,,
,54.613,23.0911,0.9519,,,,,,,,,,
,54.713,23.1336,0.9517,,,,,,,,,,
,54.813,23.1755,0.951,,,,,,,,,,
,54.913,23.2176,0.9506,,,,,,,,,,
,55.013,23.2603,0.9502,,,,,,,,,,
,55.113,23.3024,0.9491,,,,,,,,,,
,55.213,23.3456,0.9488,,,,,,,,,,
,55.313,23.3873,0.9482,,,,,,,,,,
,55.413,23.4303,0.9482,,,,,,,,,,
,55.513,23.4721,0.9474,,,,,,,,,,
,55.613,23.5143,0.9466,,,,,,,,,,
,55.713,23.5567,0.9461,,,,,,,,,,
,55.813,23.5986,0.9454,,,,,,,,,,
,55.913,23.6415,0.9453,,,,,,,,,,
,56.013,23.6835,0.9447,,,,,,,,,,
,56.113,23.7267,0.9441,,,,,,,,,,
,56.213,23.7683,0.9432,,,,,,,,,,
,56.313,23.8104,0.9428,,,,,,,,,,
,56.413,23.853,0.9427,,,,,,,,,,
,56.513,23.895,0.9422,,,,,,,,,,
,56.613,23.938,0.9415,,,,,,,,,,
,56.713,23.9799,0.9406,,,,,,,,,,
,56.813,24.0229,0.9404,,,,,,,,,,
,56.913,24.0645,0.9398,,,,,,,,,,
,57.013,24.1075,0.9397,,,,,,,,,,
,57.113,24.1493,0.9387,,,,,,,,,,
,57.213,24.1915,0.9381,,,,,,,,,,
,57.313,24.234,0.9373,,,,,,,,,,
,57.413,24.2761,0.9371,,,,,,,,,,
,57.513,24.319,0.937,,,,,,,,,,
,57.613,24.3607,0.936,,,,,,,,,,
,57.713,24.4035,0.9354,,,,,,,,,,
,57.813,24.4457,0.9344,,,,,,,,,,
,57.913,24.4882,0.9344,,,,,,,,,,
,58.013,24.5304,0.9339,,,,,,,,,,
,58.113,24.5725,0.9334,,,,,,,,,,
,58.213,24.6153,0.9327,,,,,,,,,,
,58.313,24.6568,0.9318,,,,,,,,,,
,58.413,24.7001,0.9315,,,,,,,,,,
,58.513,24.7419,0.9312,,,,,,,,,,
,58.613,24.7847,0.9309,,,,,,,,,,
,58.713,24.8269,0.9302,,,,,,,,,,
,58.813,24.8691,0.9292,,,,,,,,,,
,58.913,24.9114,0.9286,,,,,,,,,,
,59.013,24.9531,0.9279,,,,,,,,,,
,59.113,24.9959,0.9279,,,,,,,,,,
,59.213,25.038,0.9275,,,,,,,,,,
,59.313,25.0814,0.9266,,,,,,,,,,
,59.413,25.1232,0.9257,,,,,,,,,,
,59.513,25.1654,0.9253,,,,,,,,,,
,59.613,25.2079,0.9251,,,,,,,,,,
,59.713,25.2495,0.9243,,,,,,,,,,
,59.813,25.2925,0.9239,,,,,,,,,,
,59.913,25.3343,0.923,,,,,,,,,,
,60.013,25.3775,0.9228,,,,,,,,,,
,60.113,25.4193,0.922,,,,,,,,,,
,60.213,25.4623,0.9221,,,,,,,,,,
,60.313,25.5039,0.9208,,,,,,,,,,
,60.413,25.5462,0.9202,,,,,,,,,,
,60.513,25.5886,0.9197,,,,,,,,,,
,60.613,25.6306,0.9193,,,,,,,,,,
,60.713,25.6736,0.9192,,,,,,,,,,
,60.813,25.7156,0.9186,,,,,,,,,,
,60.913,25.7585,0.9177,,,,,,,,,,
,61.013,25.8004,0.9169,,,,,,,,,,
,61.113,25.8429,0.9166,,,,,,,,,,
,61.213,25.885,0.9161,,,,,,,,,,
,61.313,25.9269,0.9154,,,,,,,,,,
,61.413,25.9699,0.9148,,,,,,,,,,
,61.513,26.0117,0.9138,,,,,,,,,,
,61.613,26.0548,0.9136,,,,,,,,,,
,61.713,26.0965,0.9133,,,,,,,,,,
,61.813,26.1392,0.913,,,,,,,,,,
,61.913,26.1813,0.912,,,,,,,,,,
,62.013,26.2237,0.9112,,,,,,,,,,
,62.113,26.2662,0.9103,,,,,,,,,,
,62.213,26.3081,0.9102,,,,,,,,,,
,62.313,26.3509,0.91,,,,,,,,,,
,62.413,26.3928,0.9092,,,,,,,,,,
,62.513,26.4359,0.9085,,,,,,,,,,
,62.613,26.4776,0.9077,,,,,,,,,,
,62.713,26.5202,0.9072,,,,,,,,,,
,62.813,26.5623,0.9068,,,,,,,,,,
,62.913,26.6045,0.9065,,,,,,,,,,
,63.013,26.6471,0.9054,,,,,,,,,,
,63.113,26.6889,0.9046,,,,,,,,,,
,63.213,26.732,0.9044,,,,,,,,,,
,63.313,26.7738,0.9038,,,,,,,,,,
,63.413,26.8168,0.9038,,,,,,,,,,
,63.513,26.8588,0.9027,,,,,,,,,,
,63.613,26.9011,0.9022,,,,,,,,,,
,63.713,26.9434,0.9015,,,,,,,,,,
,63.813,26.9853,0.9009,,,,,,,,,,
,63.913,27.0282,0.9005,,,,,,,,,,
,64.013,27.0702,0.8999,,,,,,,,,,
,64.113,27.1132,0.8991,,,,,,,,,,
,64.213,27.1551,0.8983,,,,,,,,,,
,64.313,27.1975,0.8981,,,,,,,,,,
,64.413,27.2397,0.8975,,,,,,,,,,
,64.513,27.2814,0.8967,,,,,,,,,,
,64.613,27.3245,0.8963,,,,,,,,,,
,64.713,27.3662,0.8952,,,,,,,,,,
,64.813,27.4096,0.8951,,,,,,,,,,
,64.913,27.4513,0.8946,,,,,,,,,,
,65.013,27.4941,0.894,,,,,,,,,,
,65.113,27.536,0.8929,,,,,,,,,,
,65.213,27.5784,0.8924,,,,,,,,,,
,65.313,27.6208,0.8919,,,,,,,,,,
,65.413,27.6626,0.8912,,,,,,,,,,
,65.513,27.7058,0.8907,,,,,,,,,,
,65.613,27.7474,0.8898,,,,,,,,,,
,65.713,27.7906,0.8893,,,,,,,,,,
,65.813,27.8322,0.8886,,,,,,,,,,
,65.913,27.8749,0.8882,,,,,,,,,,
,66.013,27.9167,0.8877,,,,,,,,,,
,66.113,27.959,0.887,,,,,,,,,,
,66.213,28.0017,0.886,,,,,,,,,,
,66.313,28.0441,0.8854,,,,,,,,,,
,66.413,28.0867,0.8851,,,,,,,,,,
,66.513,28.1286,0.8848,,,,,,,,,,
,66.613,28.1715,0.884,,,,,,,,,,
,66.713,28.2134,0.8831,,,,,,,,,,
,66.813,28.2555,0.8824,,,,,,,,,,
,66.913,28.2982,0.8818,,,,,,,,,,
,67.013,28.3398,0.8813,,,,,,,,,,
,67.113,28.3831,0.8811,,,,,,,,,,
,67.213,28.4248,0.88,,,,,,,,,,
,67.313,28.4677,0.8794,,,,,,,,,,
,67.413,28.5095,0.8786,,,,,,,,,,
,67.513,28.552,0.8785,,,,,,,,,,
,67.613,28.5944,0.8776,,,,,,,,,,
,67.713,28.6363,0.8766,,,,,,,,,,
,67.813,28.6791,0.876,,,,,,,,,,
,67.913,28.721,0.8753,,,,,,,,,,
,68.013,28.7642,0.8753,,,,,,,,,,
,68.113,28.806,0.8745,,,,,,,,,,
,68.213,28.8488,0.8738,,,,,,,,,,
,68.313,28.8908,0.873,,,,,,,,,,
,68.413,28.9329,0.8724,,,,,,,,,,
,68.513,28.9754,0.8717,,,,,,,,,,
,68.613,29.0172,0.8711,,,,,,,,,,
,68.713,29.0602,0.8704,,,,,,,,,,
,68.813,29.1019,0.8694,,,,,,,,,,
,68.913,29.1452,0.8691,,,,,,,,,,
,69.013,29.1872,0.8686,,,,,,,,,,
,69.113,29.2295,0.8681,,,,,,,,,,
,69.213,29.2714,0.8675,,,,,,,,,,
,69.313,29.3136,0.8661,,,,,,,,,,
,69.413,29.3564,0.8659,,,,,,,,,,
,69.513,29.3985,0.8653,,,,,,,,,,
,69.613,29.4416,0.8651,,,,,,,,,,
,69.713,29.4835,0.8642,,,,,,,,,,
,69.813,29.526,0.8635,,,,,,,,,,
,69.913,29.5681,0.8625,,,,,,,,,,
,70.013,29.61,0.862,,,,,,,,,,
,70.113,29.6527,0.8615,,,,,,,,,,
,70.213,29.6944,0.8607,,,,,,,,,,
,70.313,29.7378,0.8602,,,,,,,,,,
,70.413,29.7795,0.8594,,,,,,,,,,
,70.513,29.8227,0.8591,,,,,,,,,,
,70.613,29.8641,0.8581,,,,,,,,,,
,70.713,29.9068,0.8577,,,,,,,,,,
,70.813,29.949,0.8567,,,,,,,,,,
,70.913,29.9911,0.856,,,,,,,,,,
,71.013,30.0338,0.8556,,,,,,,,,,
,71.113,30.0758,0.8551,,,,,,,,,,
,71.213,30.1188,0.8547,,,,,,,,,,
,71.313,30.1606,0.8535,,,,,,,,,,
,71.413,30.2033,0.8528,,,,,,,,,,
,71.513,30.2451,0.852,,,,,,,,,,
,71.613,30.2875,0.8516,,,,,,,,,,
,71.713,30.3301,0.8513,,,,,,,,,,
,71.813,30.3721,0.8503,,,,,,,,,,
,71.913,30.415,0.8497,,,,,,,,,,
,72.013,30.4565,0.8487,,,,,,,,,,
,72.113,30.4998,0.8488,,,,,,,,,,
,72.213,30.5418,0.8482,,,,,,,,,,
,72.313,30.5842,0.8475,,,,,,,,,,
,72.413,30.6264,0.8463,,,,,,,,,,
,72.513,30.6684,0.8455,,,,,,,,,,
,72.613,30.7113,0.8451,,,,,,,,,,
,72.713,30.753,0.8445,,,,,,,,,,
,72.813,30.7961,0.8443,,,,,,,,,,
,72.913,30.8379,0.843,,,,,,,,,,
,73.013,30.8807,0.8426,,,,,,,,,,
,73.113,30.9228,0.8417,,,,,,,,,,
,73.213,30.9648,0.8413,,,,,,,,,,
,73.313,31.0074,0.841,,,,,,,,,,
,73.413,31.0491,0.8398,,,,,,,,,,
,73.513,31.0923,0.839,,,,,,,,,,
,73.613,31.1342,0.8382,,,,,,,,,,
,73.713,31.1775,0.8383,,,,,,,,,,
,73.813,31.219,0.8375,,,,,,,,,,
,73.913,31.2614,0.837,,,,,,,,,,
,74.013,31.3037,0.8359,,,,,,,,,,
,74.113,31.3456,0.835,,,,,,,,,,
,74.213,31.3883,0.8347,,,,,,,,,,
,74.313,31.4304,0.8344,,,,,,,,,,
,74.413,31.4735,0.8336,,,,,,,,,,
,74.513,31.5154,0.8325,,,,,,,,,,
,74.613,31.558,0.832,,,,,,,,,,
,74.713,31.5999,0.8315,,,,,,,,,,
,74.813,31.6421,0.8309,,,,,,,,,,
,74.913,31.6848,0.8302,,,,,,,,,,
,75.013,31.7266,0.8292,,,,,,,,,,
,75.113,31.7701,0.8289,,,,,,,,,,
,75.213,31.8114,0.8279,,,,,,,,,,
,75.313,31.8546,0.8277,,,,,,,,,,
,75.413,31.8964,0.827,,,,,,,,,,
,75.513,31.9385,0.8262,,,,,,,,,,
,75.613,31.9811,0.8251,,,,,,,,,,
,75.713,32.0228,0.8246,,,,,,,,,,
,75.813,32.0659,0.8244,,,,,,,,,,
,75.913,32.1078,0.8237,,,,,,,,,,
,76.013,32.151,0.8229,,,,,,,,,,
,76.113,32.1924,0.822,,,,,,,,,,
,76.213,32.2354,0.8215,,,,,,,,,,
,76.313,32.2773,0.821,,,,,,,,,,
,76.413,32.3196,0.8204,,,,,,,,,,
,76.513,32.3623,0.8196,,,,,,,,,,
,76.613,32.404,0.8185,,,,,,,,,,
,76.713,32.447,0.8184,,,,,,,,,,
,76.813,32.4888,0.8177,,,,,,,,,,
,76.913,32.5318,0.8175,,,,,,,,,,
,77.013,32.5737,0.8163,,,,,,,,,,
,77.113,32.6159,0.8154,,,,,,,,,,
,77.213,32.6583,0.8149,,,,,,,,,,
,77.313,32.7004,0.8146,,,,,,,,,,
,77.413,32.7431,0.814,,,,,,,,,,
,77.513,32.7849,0.813,,,,,,,,,,
,77.613,32.828,0.8122,,,,,,,,,,
,77.713,32.87,0.8116,,,,,,,,,,
,77.813,32.9128,0.8112,,,,,,,,,,
,77.913,32.9549,0.8107,,,,,,,,,,
,78.013,32.9969,0.81,,,,,,,,,,
,78.113,33.0396,0.809,,,,,,,,,,
,78.213,33.0812,0.8079,,,,,,,,,,
,78.313,33.1244,0.8078,,,,,,,,,,
,78.413,33.1661,0.8072,,,,,,,,,,
,78.513,33.209,0.8067,,,,,,,,,,
,78.613,33.2512,0.8057,,,,,,,,,,
,78.713,33.2935,0.8051,,,,,,,,,,
,78.813,33.3357,0.8043,,,,,,,,,,
,78.913,33.3773,0.8037,,,,,,,,,,
,79.013,33.4205,0.8032,,,,,,,,,,
,79.113,33.4623,0.8022,,,,,,,,,,
,79.213,33.5058,0.8018,,,,,,,,,,
,79.313,33.5475,0.8011,,,,,,,,,,
,79.413,33.5902,0.8008,,,,,,,,,,
,79.513,33.632,0.8,,,,,,,,,,
,79.613,33.6741,0.7988,,,,,,,,,,
,79.713,33.7166,0.7981,,,,,,,,,,
,79.813,33.7586,0.7977,,,,,,,,,,
,79.913,33.8017,0.7975,,,,,,,,,,
,80.013,33.8436,0.7968,,,,,,,,,,
,80.113,33.8864,0.7961,,,,,,,,,,
,80.213,33.9283,0.795,,,,,,,,,,
,80.313,33.9705,0.7945,,,,,,,,,,
,80.413,34.0129,0.7943,,,,,,,,,,
,80.513,34.0549,0.7936,,,,,,,,,,
,80.613,34.098,0.7927,,,,,,,,,,
,80.713,34.1398,0.7916,,,,,,,,,,
,80.813,34.183,0.7916,,,,,,,,,,
,80.913,34.2246,0.7908,,,,,,,,,,
,81.013,34.2674,0.7906,,,,,,,,,,
,81.113,34.3093,0.7893,,,,,,,,,,
,81.213,34.3514,0.7885,,,,,,,,,,
,81.313,34.3941,0.788,,,,,,,,,,
,81.413,34.4361,0.7874,,,,,,,,,,
,81.513,34.4792,0.7873,,,,,,,,,,
,81.613,34.5208,0.7858,,,,,,,,,,
,81.713,34.5633,0.7853,,,,,,,,,,
,81.813,34.6057,0.7847,,,,,,,,,,
,81.913,34.648,0.7844,,,,,,,,,,
,82.013,34.6905,0.7837,,,,,,,,,,
,82.113,34.7323,0.7826,,,,,,,,,,
,82.213,34.7754,0.782,,,,,,,,,,
,82.313,34.8169,0.7813,,,,,,,,,,
,82.413,34.8602,0.7809,,,,,,,,,,
,82.513,34.9019,0.7803,,,,,,,,,,
,82.613,34.9446,0.7795,,,,,,,,,,
,82.713,34.9868,0.7788,,,,,,,,,,
,82.813,35.0288,0.778,,,,,,,,,,
,82.913,35.0715,0.7776,,,,,,,,,,
,83.013,35.1131,0.7769,,,,,,,,,,
,83.113,35.1562,0.776,,,,,,,,,,
,83.213,35.1982,0.7752,,,,,,,,,,
,83.313,35.2412,0.7749,,,,,,,,,,
,83.413,35.2832,0.7742,,,,,,,,,,
,83.513,35.3253,0.7738,,,,,,,,,,
,83.613,35.3679,0.7729,,,,,,,,,,
,83.713,35.4093,0.772,,,,,,,,,,
,83.813,35.4526,0.7712,,,,,,,,,,
,83.913,35.4943,0.7708,,,,,,,,,,
,84.013,35.5375,0.7708,,,,,,,,,,
,84.113,35.5795,0.7697,,,,,,,,,,
,84.213,35.6221,0.7686,,,,,,,,,,
,84.313,35.6639,0.768,,,,,,,,,,
,84.413,35.7059,0.7673,,,,,,,,,,
,84.513,35.7486,0.7668,,,,,,,,,,
,84.613,35.7906,0.7664,,,,,,,,,,
,84.713,35.8339,0.7653,,,,,,,,,,
,84.813,35.8758,0.7646,,,,,,,,,,
,84.913,35.9183,0.7642,,,,,,,,,,
,85.013,35.9604,0.7635,,,,,,,,,,
,85.113,36.0026,0.7631,,,,,,,,,,
,85.213,36.045,0.7618,,,,,,,,,,
,85.313,36.0869,0.761,,,,,,,,,,
,85.413,36.1299,0.7609,,,,,,,,,,
